ID,DESCRIPTION,Attribut1,Additional Feature,Application,Characteristic,Temp,Height,Length in mm,Rating,Material,Size,Code,Joule-integral-Nom (J),LC Risk,Maximum AC Voltage Rating,Maximum DC Voltage Rating,Maximum Power Dissipation,Mounting,Mounting Feature,Number of Terminals,Operating Temperature-Max (Cel),Operating Temperature-Min (Cel),Physical Dimension,Pre-arcing time-Min (ms),Product Diameter,Product Length,Rated Breaking Capacity (A),Rated Current (A),Rated Voltage (V),Rated Voltage(AC) (V),Rated Voltage(DC) (V),SIMILAR_PARTS
a618,indicator chip very fast movement 1a 32v smd solder pad 0603 epoxy tr csaul ,very fast,,battery packcell phonedigital cameradvd playerhard disk drive,,,,,1a,epoxy,1.6 x 0.81 x 0.31mm,,,high,32v,32v,,surface mount,,2.0,,,,,,1.6mm,,,,,,"['A630', 'A632', 'A635', 'A637', 'A621']"
a619,indicator electric indicator very fast blow 2a 32vac  35a ir surface mount,,rated breaking capacity at 32 vdc: 35 a,,very fast,0.81mm,0.31mm,1.6mm,,,,e0,0.104j,high,,,,,surface mount,,90cel,-55cel,1.6mm  x  0.81mm  x  0.31mm,,,,35a,2a,,32v,32v,"['A660', 'A628', 'A633', 'A622', 'A625']"
a620,indicator chip very fast movement 2a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 2a 32vac 32vdc 35a ir surface mount,very fast,rated breaking capacity at 32 vdc: 35 a,battery packcell phonedigital cameradvd playerhard disk drive,very fast,0.81mm,0.31mm,1.6mm,2a,epoxy,1.6 x 0.81 x 0.31mm,e3,0.104j,high,32v,32v,,surface mount,surface mount,2.0,90cel,-55cel,1.6mm  x  0.81mm  x  0.31mm,,,1.6mm,35a,2a,,32v,32v,"['A621', 'A629', 'A634', 'A636', 'A662']"
a621,indicator chip very fast movement 2a 32v smd solder pad 0603 epoxy tr csaul ,very fast,,battery packcell phonedigital cameradvd playerhard disk drive,,,,,2a,epoxy,1.6 x 0.81 x 0.31mm,,,high,32v,32v,,surface mount,,2.0,,,,,,1.6mm,,,,,,"['A630', 'A632', 'A635', 'A637', 'A618']"
a622,indicator electric indicator very fast blow 3a 32vac  35a ir surface mount,,rated breaking capacity at 32 vdc: 35 a,,very fast,0.81mm,0.31mm,1.6mm,,,,e0,0.198j,high,,,,,surface mount,,90cel,-55cel,1.6mm  x  0.81mm  x  0.31mm,,,,35a,3a,,32v,32v,"['A589', 'A628', 'A633', 'A619', 'A625']"
a623,indicator chip very fast movement 3a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 3a 32vac 32vdc 35a ir surface mount,very fast,rated breaking capacity at 32 vdc: 35 a,battery packcell phonedigital cameradvd playerhard disk drive,very fast,0.81mm,0.31mm,1.6mm,3a,epoxy,1.6 x 0.81 x 0.31mm,e3,0.198j,high,32v,32v,,surface mount,surface mount,2.0,90cel,-55cel,1.6mm  x  0.81mm  x  0.31mm,,,1.6mm,35a,3a,,32v,32v,"['A590', 'A624', 'A629', 'A634', 'A636']"
a624,indicator chip very fast movement 3a 32v smd solder pad 0603 epoxy tr csaul ,very fast,,battery packcell phonedigital cameradvd playerhard disk drive,,,,,3a,epoxy,1.6 x 0.81 x 0.31mm,,,high,32v,32v,,surface mount,,2.0,,,,,,1.6mm,,,,,,"['A630', 'A632', 'A635', 'A637', 'A621']"
a625,indicator electric indicator very fast blow 4a 32vac  35a ir surface mount,,rated breaking capacity at 32 vdc: 35 a,,very fast,0.81mm,0.31mm,1.6mm,,,,e0,0.352j,high,,,,,surface mount,,90cel,-55cel,1.6mm  x  0.81mm  x  0.31mm,,,,35a,4a,,32v,32v,"['A628', 'A633', 'A619', 'A622', 'A638']"
a626,indicator chip very fast movement 4a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 4a 32vac 32vdc 35a ir surface mount,very fast,rated breaking capacity at 32 vdc: 35 a,battery packcell phonedigital cameradvd playerhard disk drive,very fast,0.81mm,0.31mm,1.6mm,4a,epoxy,1.6 x 0.81 x 0.31mm,e3,0.352j,high,32v,32v,,surface mount,surface mount,2.0,90cel,-55cel,1.6mm  x  0.81mm  x  0.31mm,,,1.6mm,35a,4a,,32v,32v,"['A627', 'A666', 'A629', 'A634', 'A636']"
a627,indicator chip very fast movement 4a 32v smd solder pad 0603 epoxy tr csaul ,very fast,,battery packcell phonedigital cameradvd playerhard disk drive,,,,,4a,epoxy,1.6 x 0.81 x 0.31mm,,,high,32v,32v,,surface mount,,2.0,,,,,,1.6mm,,,,,,"['A630', 'A632', 'A635', 'A637', 'A621']"
a628,indicator electric indicator very fast blow 5a 32vac  35a ir surface mount,,rated breaking capacity at 32 vdc: 35 a,,very fast,0.81mm,0.31mm,1.6mm,,,,e0,1.297j,high,,,,,surface mount,,90cel,-55cel,1.6mm  x  0.81mm  x  0.31mm,,,,35a,5a,,32v,32v,"['A633', 'A669', 'A619', 'A622', 'A625']"
a629,indicator chip very fast movement 5a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 5a 32vac 32vdc 35a ir surface mount,very fast,rated breaking capacity at 32 vdc: 35 a,battery packcell phonedigital cameradvd playerhard disk drive,very fast,0.81mm,0.31mm,1.6mm,5a,epoxy,1.6 x 0.81 x 0.31mm,e3,1.297j,high,32v,32v,,surface mount,surface mount,2.0,90cel,-55cel,1.6mm  x  0.81mm  x  0.31mm,,,1.6mm,35a,5a,,32v,32v,"['A634', 'A636', 'A631', 'A651', 'A598']"
a630,indicator chip very fast movement 5a 32v smd solder pad 0603 epoxy tr csaul ,very fast,,battery packcell phonedigital cameradvd playerhard disk drive,,,,,5a,epoxy,1.6 x 0.81 x 0.31mm,,,high,32v,32v,,surface mount,,2.0,,,,,,1.6mm,,,,,,"['A632', 'A635', 'A637', 'A621', 'A618']"
a631,indicator chip very fast movement 1.5a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 1.5a 32vac 32vdc 35a ir supplemental surface mount 0603,very fast,rated breaking capacity at 32 vdc: 35 a,battery packcell phonedigital cameradvd playerhard disk drive,very fast,0.81mm,0.31mm,1.6mm,1.5a,epoxy,603,e0,0.0526j,high,32v,32v,,surface mount,surface mount,2.0,90cel,-55cel,1.6mm  x  0.81mm  x  0.31mm,,,1.6mm,35a,1.5a,32v,32v,32v,"['A629', 'A634', 'A636', 'A651', 'A727']"
a632,indicator chip very fast movement 1.5a 32v smd solder pad 0603 epoxy tr csaul ,very fast,,battery packcell phonedigital cameradvd playerhard disk drive,,,,,1.5a,epoxy,1.6 x 0.81 x 0.31mm,,,high,32v,32v,,surface mount,,2.0,,,,,,1.6mm,,,,,,"['A632', 'A635', 'A637', 'A621', 'A618']"
a633,indicator electric indicator very fast blow 2.5a 32vac  35a ir surface mount,,rated breaking capacity at 32 vdc: 35 a,,very fast,0.813mm,0.305mm,1.6mm,,,,e0,0.175j,high,,,,,surface mount,,90cel,-55cel,1.6mm  x  0.813mm  x  0.305mm,,,,35a,2.5a,,32v,32v,"['A633', 'A669', 'A619', 'A622', 'A625']"
a634,indicator chip very fast movement 2.5a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 2.5a 32vac 32vdc 35a ir surface mount,very fast,rated breaking capacity at 32 vdc: 35 a,battery packcell phonedigital cameradvd playerhard disk drive,very fast,0.81mm,0.31mm,1.6mm,2.5a,epoxy,1.6 x 0.81 x 0.31mm,e3,0.175j,high,32v,32v,,surface mount,surface mount,2.0,90cel,-55cel,1.6mm  x  0.81mm  x  0.31mm,,,1.6mm,35a,2.5a,,32v,32v,"['A634', 'A636', 'A631', 'A651', 'A598']"
a635,indicator chip very fast movement 2.5a 32v smd solder pad 0603 epoxy tr csaul ,very fast,,battery packcell phonedigital cameradvd playerhard disk drive,,,,,2.5a,epoxy,1.6 x 0.81 x 0.31mm,,,high,32v,32v,,surface mount,,2.0,,,,,,1.6mm,,,,,,"['A632', 'A635', 'A637', 'A621', 'A618']"
a636,indicator chip very fast movement 3.5a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 3.5a 32vac 32vdc 35a ir surface mount,very fast,rated breaking capacity at 32 vdc: 35 a,battery packcell phonedigital cameradvd playerhard disk drive,very fast,0.81mm,0.31mm,1.6mm,3.5a,epoxy,1.6 x 0.81 x 0.31mm,e3,0.265j,high,32v,32v,,surface mount,surface mount,2.0,90cel,-55cel,1.6mm  x  0.81mm  x  0.31mm,,,1.6mm,35a,3.5a,,32v,32v,"['A634', 'A636', 'A631', 'A651', 'A598']"
a637,indicator chip very fast movement 3.5a 32v smd solder pad 0603 epoxy tr csaul ,very fast,,battery packcell phonedigital cameradvd playerhard disk drive,,,,,3.5a,epoxy,1.6 x 0.81 x 0.31mm,,,high,32v,32v,,surface mount,,2.0,,,,,,1.6mm,,,,,,"['A632', 'A635', 'A637', 'A621', 'A618']"
a638,indicator electric indicator very fast blow 1.25a 32vac  35a ir surface mount,,rated breaking capacity at 32 vdc: 35 a,,very fast,0.813mm,0.305mm,1.6mm,,,,e0,0.032j,high,,,,,surface mount,,90cel,-55cel,1.6mm  x  0.813mm  x  0.305mm,,,,35a,1.25a,,32v,32v,"['A676', 'A628', 'A633', 'A619', 'A622']"
a639,indicator chip very fast movement 1.25a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 1.25a 32vac 32vdc 35a ir surface mount,very fast,rated breaking capacity at 32 vdc: 35 a,battery packcell phonedigital cameradvd playerhard disk drive,very fast,0.81mm,0.31mm,1.6mm,1.25a,epoxy,1.6 x 0.81 x 0.31mm,e3,0.032j,high,32v,32v,,surface mount,surface mount,2.0,90cel,-55cel,1.6mm  x  0.81mm  x  0.31mm,,,1.6mm,35a,1.25a,,32v,32v,"['A644', 'A640', 'A684', 'A734', 'A678']"
a640,indicator chip very fast movement 1.25a 32v smd solder pad 0603 epoxy tr csaul ,very fast,,battery packcell phonedigital cameradvd playerhard disk drive,,,,,1.25a,epoxy,1.6 x 0.81 x 0.31mm,,,high,32v,32v,,surface mount,,2.0,,,,,,1.6mm,,,,,,"['A630', 'A632', 'A635', 'A637', 'A645']"
a641,indicator chip very fast movement 1.75a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 1.75a 32vac 32vdc 35a ir surface mount,very fast,rated breaking capacity at 32 vdc: 35 a,battery packcell phonedigital cameradvd playerhard disk drive,very fast,0.81mm,0.31mm,1.6mm,1.75a,epoxy,1.6 x 0.81 x 0.31mm,e3,0.0661j,high,32v,32v,,surface mount,surface mount,2.0,90cel,-55cel,1.6mm  x  0.81mm  x  0.31mm,,,1.6mm,35a,1.75a,,32v,32v,"['A656', 'A642', 'A736', 'A743', 'A681']"
a642,indicator chip very fast movement 1.75a 32v smd solder pad 0603 epoxy tr csaul ,very fast,,battery packcell phonedigital cameradvd playerhard disk drive,,,,,1.75a,epoxy,1.6 x 0.81 x 0.31mm,,,high,32v,32v,,surface mount,,2.0,,,,,,1.6mm,,,,,,"['A657', 'A630', 'A632', 'A635', 'A637']"
a643,indicator very fast movement 0.25a 1.6 x 0.81 x 0.31mm epoxy electric indicator 1.6 x 0.81 x 0.31mm,very fast,,battery packcell phonedigital cameradvd playerhard disk drive,,,,,0.25a,epoxy,1.6 x 0.81 x 0.31mm,,,,32v,32v,,,,,,,,,,,,,,,,"['A649', 'A650', 'A655', 'A581', 'A608']"
a644,indicator chip very fast movement 0.25a 32v smd solder pad 0603 epoxy tr csa electric indicator very fast blow 0.25a 32vac 32vdc 50a ir surface mount,very fast,rated breaking capacity at 32 vdc: 50 a,battery packcell phonedigital cameradvd playerhard disk drive,very fast,0.81mm,0.31mm,1.6mm,0.25a,epoxy,1.6 x 0.81 x 0.31mm,e3,0.003j,high,32v,32v,,surface mount,surface mount,2.0,90cel,-55cel,1.6mm  x  0.81mm  x  0.31mm,,,1.6mm,50a,0.25a,,32v,32v,"['A639', 'A684', 'A645', 'A678', 'A683']"
a645,indicator chip very fast movement 0.25a 32v smd solder pad 0603 epoxy tr csa ,very fast,,battery packcell phonedigital cameradvd playerhard disk drive,,,,,0.25a,epoxy,1.6 x 0.81 x 0.31mm,,,high,32v,32v,,surface mount,,2.0,,,,,,1.6mm,,,,,,"['A652', 'A640', 'A644', 'A657', 'A630']"
a646,indicator electric indicator very fast blow 0.375a 32vac  50a ir surface mount,,rated breaking capacity at 32 vdc: 50 a,,very fast,0.813mm,0.305mm,1.6mm,,,,e0,0.0053j,high,,,,,surface mount,,90cel,-55cel,1.6mm  x  0.813mm  x  0.305mm,,,,50a,0.375a,,32v,32v,"['A609', 'A814', 'A686', 'A616', 'A589']"
a647,indicator chip very fast movement 0.375a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 0.375a 32vac 32vdc 50a ir supplemental surface mount 0603,very fast,rated breaking capacity at 32 vdc: 50 a,battery packcell phonedigital cameradvd playerhard disk drive,very fast,0.81mm,0.31mm,1.6mm,0.375a,epoxy,603,e0,0.0053j,high,32v,32v,,surface mount,surface mount,2.0,90cel,-55cel,1.6mm  x  0.81mm  x  0.31mm,,,1.6mm,50a,0.375a,32v,32v,32v,"['A740', 'A648', 'A631', 'A611', 'A688']"
a648,indicator chip very fast movement 0.375a 32v smd solder pad 0603 epoxy tr csaul ,very fast,,battery packcell phonedigital cameradvd playerhard disk drive,,,,,0.375a,epoxy,1.6 x 0.81 x 0.31mm,,,high,32v,32v,,surface mount,,2.0,,,,,,1.6mm,,,,,,"['A647', 'A630', 'A632', 'A635', 'A637']"
a649,indicator very fast movement 0.5a 1.6 x 0.81 x 0.31mm epoxy electric indicator 1.6 x 0.81 x 0.31mm,very fast,,height critical applications,,,,,0.5a,epoxy,1.6 x 0.81 x 0.31mm,,,,32v,,,,,,,,,,,,,,,,,"['A650', 'A643', 'A655', 'A580', 'A532']"
a650,indicator very fast movement 0.5a 1.6 x 0.81 x 0.31mm epoxy electric indicator 1.6 x 0.81 x 0.31mm,very fast,,battery packcell phonedigital cameradvd playerhard disk drive,,,,,0.5a,epoxy,1.6 x 0.81 x 0.31mm,,,,32v,32v,,,,,,,,,,,,,,,,"['A650', 'A643', 'A655', 'A580', 'A532']"
a651,indicator chip very fast movement 0.5a 32v smd solder pad 0603 epoxy tr csa electric indicator very fast blow 0.5a 32vac 32vdc 50a ir surface mount,very fast,rated breaking capacity at 32 vdc: 50 a,battery packcell phonedigital cameradvd playerhard disk drive,very fast,0.81mm,0.31mm,1.6mm,0.5a,epoxy,1.6 x 0.81 x 0.31mm,e3,0.0087j,high,32v,32v,,surface mount,surface mount,2.0,90cel,-55cel,1.6mm  x  0.81mm  x  0.31mm,,,1.6mm,50a,0.5a,,32v,32v,"['A629', 'A634', 'A636', 'A598', 'A631']"
a652,indicator chip very fast movement 0.5a 32v smd solder pad 0603 epoxy tr csa ,very fast,,battery packcell phonedigital cameradvd playerhard disk drive,,,,,0.5a,epoxy,1.6 x 0.81 x 0.31mm,,,high,32v,32v,,surface mount,,2.0,,,,,,1.6mm,,,,,,"['A645', 'A657', 'A630', 'A632', 'A635']"
a653,indicator chip very fast movement 0.68a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 0.68a 32vac 32vdc 50a ir surface mount,very fast,rated breaking capacity at 32 vdc: 50 a,battery packcell phonedigital cameradvd playerhard disk drive,very fast,0.81mm,0.31mm,1.6mm,0.68a,epoxy,1.6 x 0.81 x 0.31mm,e3,0.0109j,high,32v,32v,,surface mount,surface mount,2.0,90cel,-55cel,1.6mm  x  0.81mm  x  0.31mm,,,1.6mm,50a,0.68a,,32v,32v,"['A654', 'A629', 'A634', 'A636', 'A617']"
a654,indicator chip very fast movement 0.68a 32v smd solder pad 0603 epoxy tr csaul ,very fast,,battery packcell phonedigital cameradvd playerhard disk drive,,,,,0.68a,epoxy,1.6 x 0.81 x 0.31mm,,,high,32v,32v,,surface mount,,2.0,,,,,,1.6mm,,,,,,"['A653', 'A630', 'A632', 'A635', 'A637']"
a655,indicator very fast movement 0.75a 1.6 x 0.81 x 0.31mm epoxy electric indicator 1.6 x 0.81 x 0.31mm,very fast,,battery packcell phonedigital cameradvd playerhard disk drive,,,,,0.75a,epoxy,1.6 x 0.81 x 0.31mm,,,,32v,32v,,,,,,,,,,,,,,,,"['A649', 'A650', 'A643', 'A583', 'A641']"
a656,indicator chip very fast movement 0.75a 32v smd solder pad 0603 epoxy tr csa electric indicator very fast blow 0.75a 32vac 32vdc 50a ir surface mount,very fast,rated breaking capacity at 32 vdc: 50 a,battery packcell phonedigital cameradvd playerhard disk drive,very fast,0.81mm,0.31mm,1.6mm,0.75a,epoxy,1.6 x 0.81 x 0.31mm,e3,0.0171j,high,32v,32v,,surface mount,surface mount,2.0,90cel,-55cel,1.6mm  x  0.81mm  x  0.31mm,,,1.6mm,50a,0.75a,,32v,32v,"['A641', 'A657', 'A681', 'A692', 'A680']"
a657,indicator chip very fast movement 0.75a 32v smd solder pad 0603 epoxy tr csa ,very fast,,battery packcell phonedigital cameradvd playerhard disk drive,,,,,0.75a,epoxy,1.6 x 0.81 x 0.31mm,,,high,32v,32v,,surface mount,,2.0,,,,,,1.6mm,,,,,,"['A642', 'A652', 'A656', 'A645', 'A641']"
a658,indicator chip very fast movement 1a 32v smd solder pad 0402 epoxy glass tr csa electric indicator fast blow 1a 32vdc 35a ir surface mount 0402,very fast,rated breaking capacity at 32 vdc: 35 a,battery packcell phonedigital cameradvd playerhard disk drive,fast,0.51mm,0.3mm,0.99mm,1a,epoxy glass,1.04 x 0.56 x 0.38mm,e3,0.02j,low,,32v,0.08745w,surface mount,surface mount,2.0,90cel,-55cel,0.99mm  x  0.51mm  x  0.3mm,,,1.04maxmm,35a,1a,32v,,32v,"['A659', 'A689', 'A670', 'A671', 'A668']"
a659,indicator chip very fast movement 1a 32v smd solder pad 0402 epoxy glass tr csa electric indicator very fast blow 1a 32vdc 35a ir surface mount nano,very fast,rated breaking capacity at 32 vdc: 35 a joule-integral-nom at 32 vdc: 0.0200,battery packcell phonedigital cameradvd playerhard disk drive,very fast,0.56mm,0.38mm,1.04mm,1a,epoxy glass,nano,e3,0.02j,low,,32v,0.08745w,surface mount,surface mount,2.0,90cel,-55cel,1.04mm  x  0.56mm  x  0.38mm,,,1.04maxmm,35a,1a,32v,,32v,"['A658', 'A668', 'A673', 'A675', 'A690']"
a660,indicator electric indicator very fast blow 2a 35a ir surface mount,,rated breaking capacity at 24 vdc: 35 a,,very fast,0.51mm,0.3mm,1.04mm,,,,,0.1j,low,,,,,surface mount,,90cel,-55cel,1.04mm  x  0.51mm  x  0.3mm,,,,35a,2a,,,24v,"['A619', 'A669', 'A604', 'A777', 'A676']"
a661,indicator chip very fast movement 2a 32v smd solder pad 0402 epoxy glass tr csa electric indicator fast blow 2a 32vdc 35a ir surface mount,very fast,rated breaking capacity at 32 vdc: 35 a,battery packcell phonedigital cameradvd playerhard disk drive,fast,0.51mm,0.3mm,0.99mm,2a,epoxy glass,1.04 x 0.56 x 0.38mm,e3,0.1j,low,,32v,0.1412w,surface mount,surface mount,2.0,90cel,-55cel,0.99mm  x  0.51mm  x  0.3mm,,,1.04maxmm,35a,2a,,,32v,"['A662', 'A620', 'A670', 'A671', 'A668']"
a662,indicator chip very fast movement 2a 32v smd solder pad 0402 epoxy glass tr csa electric indicator very fast blow 2a 32vdc 35a ir surface mount nano,very fast,rated breaking capacity at 32 vdc: 35 a joule-integral-nom at 32 vdc: 0.1000,battery packcell phonedigital cameradvd playerhard disk drive,very fast,0.56mm,0.38mm,1.04mm,2a,epoxy glass,nano,e3,0.1j,low,,32v,0.1412w,surface mount,surface mount,2.0,90cel,-55cel,1.04mm  x  0.56mm  x  0.38mm,,,1.04maxmm,35a,2a,32v,,32v,"['A661', 'A668', 'A673', 'A675', 'A690']"
a663,indicator chip very fast movement 3a 32v smd solder pad 0402 epoxy glass tr csa electric indicator fast blow 3a 32vdc surface mount,very fast,rated breaking capacity at 32 vdc: 35 a,battery packcell phonedigital cameradvd playerhard disk drive,fast,0.51mm,0.3mm,0.99mm,3a,epoxy glass,1.04 x 0.56 x 0.38mm,e3,0.2032j,low,,32v,0.1874w,surface mount,surface mount,2.0,90cel,-55cel,0.99mm  x  0.51mm  x  0.3mm,,,1.04maxmm,,3a,,,32v,"['A664', 'A667', 'A672', 'A674', 'A590']"
a664,indicator chip very fast movement 3a 32v smd solder pad 0402 epoxy glass tr csa electric indicator very fast blow 3a 32vdc 35a ir surface mount nano,very fast,rated breaking capacity at 32 vdc: 35 a joule-integral-nom at 32 vdc: 0.2032,battery packcell phonedigital cameradvd playerhard disk drive,very fast,0.56mm,0.38mm,1.04mm,3a,epoxy glass,nano,e3,0.2032j,low,,32v,0.1874w,surface mount,surface mount,2.0,90cel,-55cel,1.04mm  x  0.56mm  x  0.38mm,,,1.04maxmm,35a,3a,32v,,32v,"['A663', 'A668', 'A673', 'A675', 'A690']"
a665,indicator chip very fast movement 4a 32v smd solder pad 0402 epoxy glass tr csa electric indicator fast blow 4a 32vdc surface mount,very fast,rated breaking capacity at 32 vdc: 35 a,battery packcell phonedigital cameradvd playerhard disk drive,fast,0.51mm,0.3mm,0.99mm,4a,epoxy glass,1.04 x 0.56 x 0.38mm,e3,0.3084j,low,,32v,0.228w,surface mount,surface mount,2.0,90cel,-55cel,0.99mm  x  0.51mm  x  0.3mm,,,1.04maxmm,,4a,,,32v,"['A666', 'A667', 'A672', 'A674', 'A626']"
a666,indicator chip very fast movement 4a 32v smd solder pad 0402 epoxy glass tr csa electric indicator very fast blow 4a 32vdc 35a ir surface mount nano,very fast,rated breaking capacity at 32 vdc: 35 a joule-integral-nom at 32 vdc: 0.3084,battery packcell phonedigital cameradvd playerhard disk drive,very fast,0.56mm,0.38mm,1.04mm,4a,epoxy glass,nano,e3,0.3084j,low,,32v,0.228w,surface mount,surface mount,2.0,90cel,-55cel,1.04mm  x  0.56mm  x  0.38mm,,,1.04maxmm,35a,4a,32v,,32v,"['A665', 'A668', 'A673', 'A675', 'A690']"
a667,indicator chip very fast movement 5a 32v smd solder pad 0402 epoxy glass tr csa electric indicator fast blow 5a 32vdc surface mount,very fast,rated breaking capacity at 32 vdc: 35 a,battery packcell phonedigital cameradvd playerhard disk drive,fast,0.51mm,0.3mm,0.99mm,5a,epoxy glass,1.04 x 0.56 x 0.38mm,e3,0.531j,low,,32v,0.2622w,surface mount,surface mount,2.0,90cel,-55cel,0.99mm  x  0.51mm  x  0.3mm,,,1.04maxmm,,5a,,,32v,"['A672', 'A674', 'A670', 'A671', 'A668']"
a668,indicator chip very fast movement 5a 32v smd solder pad 0402 epoxy glass tr csa electric indicator very fast blow 5a 32vdc 35a ir surface mount nano,very fast,rated breaking capacity at 32 vdc: 35 a joule-integral-nom at 32 vdc: 0.5310,battery packcell phonedigital cameradvd playerhard disk drive,very fast,0.56mm,0.38mm,1.04mm,5a,epoxy glass,nano,e3,0.531j,low,,32v,0.2622w,surface mount,surface mount,2.0,90cel,-55cel,1.04mm  x  0.56mm  x  0.38mm,,,1.04maxmm,35a,5a,32v,,32v,"['A673', 'A675', 'A690', 'A671', 'A670']"
a669,indicator electric indicator very fast blow 1.5a 35a ir surface mount,,rated breaking capacity at 24 vdc: 35 a,,very fast,0.51mm,0.3mm,1.04mm,,,,,0.056j,low,,,,,surface mount,,90cel,-55cel,1.04mm  x  0.51mm  x  0.3mm,,,,35a,1.5a,,,24v,"['A628', 'A633', 'A660', 'A676', 'A679']"
a670,indicator chip very fast movement 1.5a 32v smd solder pad 0402 epoxy glass tr csa electric indicator fast blow 1.5a 32vdc 35a ir surface mount,very fast,rated breaking capacity at 32 vdc: 35 a,battery packcell phonedigital cameradvd playerhard disk drive,fast,0.51mm,0.3mm,0.99mm,1.5a,epoxy glass,1.04 x 0.56 x 0.38mm,e3,0.056j,low,,32v,0.13005w,surface mount,surface mount,2.0,90cel,-55cel,0.99mm  x  0.51mm  x  0.3mm,,,1.04maxmm,35a,1.5a,,,32v,"['A671', 'A668', 'A673', 'A675', 'A690']"
a671,indicator chip very fast movement 1.5a 32v smd solder pad 0402 epoxy glass tr csa electric indicator very fast blow 1.5a 32vdc 35a ir surface mount,very fast,rated breaking capacity at 32 vdc: 35 a joule-integral-nom at 32 vdc: 0.0560,battery packcell phonedigital cameradvd playerhard disk drive,very fast,0.56mm,0.38mm,1.04mm,1.5a,epoxy glass,1.04 x 0.56 x 0.38mm,e3,0.056j,low,,32v,0.13005w,surface mount,surface mount,2.0,90cel,-55cel,1.04mm  x  0.56mm  x  0.38mm,,,1.04maxmm,35a,1.5a,,,32v,"['A670', 'A668', 'A673', 'A675', 'A690']"
a672,indicator chip very fast movement 2.5a 32v smd solder pad 0402 epoxy glass tr csa electric indicator fast blow 2.5a 32vdc surface mount,very fast,rated breaking capacity at 32 vdc: 35 a,battery packcell phonedigital cameradvd playerhard disk drive,fast,0.51mm,0.3mm,0.99mm,2.5a,epoxy glass,1.04 x 0.56 x 0.38mm,e3,0.156j,low,,32v,0.13813w,surface mount,surface mount,2.0,90cel,-55cel,0.99mm  x  0.51mm  x  0.3mm,,,1.04maxmm,,2.5a,,,32v,"['A672', 'A674', 'A670', 'A671', 'A668']"
a673,indicator chip very fast movement 2.5a 32v smd solder pad 0402 epoxy glass tr csa electric indicator very fast blow 2.5a 32vdc 35a ir surface mount nano,very fast,rated breaking capacity at 32 vdc: 35 a joule-integral-nom at 32 vdc: 0.1560,battery packcell phonedigital cameradvd playerhard disk drive,very fast,0.56mm,0.38mm,1.04mm,2.5a,epoxy glass,nano,e3,0.156j,low,,32v,0.13813w,surface mount,surface mount,2.0,90cel,-55cel,1.04mm  x  0.56mm  x  0.38mm,,,1.04maxmm,35a,2.5a,32v,,32v,"['A673', 'A675', 'A690', 'A671', 'A670']"
a674,indicator chip very fast movement 3.5a 32v smd solder pad 0402 epoxy glass tr csa electric indicator fast blow 3.5a 32vdc surface mount,very fast,rated breaking capacity at 32 vdc: 35 a,battery packcell phonedigital cameradvd playerhard disk drive,fast,0.51mm,0.3mm,0.99mm,3.5a,epoxy glass,1.04 x 0.56 x 0.38mm,e3,0.3017j,low,,32v,0.20244w,surface mount,surface mount,2.0,90cel,-55cel,0.99mm  x  0.51mm  x  0.3mm,,,1.04maxmm,,3.5a,,,32v,"['A672', 'A674', 'A670', 'A671', 'A668']"
a675,indicator chip very fast movement 3.5a 32v smd solder pad 0402 epoxy glass tr csa electric indicator very fast blow 3.5a 32vdc 35a ir surface mount nano,very fast,rated breaking capacity at 32 vdc: 35 a joule-integral-nom at 32 vdc: 0.3017,battery packcell phonedigital cameradvd playerhard disk drive,very fast,0.56mm,0.38mm,1.04mm,3.5a,epoxy glass,nano,e3,0.3017j,low,,32v,0.20244w,surface mount,surface mount,2.0,90cel,-55cel,1.04mm  x  0.56mm  x  0.38mm,,,1.04maxmm,35a,3.5a,32v,,32v,"['A673', 'A675', 'A690', 'A671', 'A670']"
